8,1
9,0.99
10,0.98
11,0.965
12,0.95
13,0.935
14,0.92
15,0.895
16,0.87
17,0.84
18,0.81
19,0.78
20,0.75
21,0.725
22,0.7
23,0.675
24,0.65
25,0.625
26,0.6
27,0.58
28,0.56
29,0.54
30,0.52
31,0.5
32,0.48
33,0.46
34,0.44
35,0.42
36,0.4
37,0.38
38,0.36
39,0.34
40,0.32
41,0.305
42,0.29
43,0.275
44,0.26
45,0.245
46,0.23
47,0.22
48,0.21
49,0.2
50,0.19
